NCBI_Gene_ID	Approved_Symbol
100129844	LOC100129844
100129845	PCOLCE-AS1
100129847	LOC100129847
100129851	CLDN7P1
100129853	DNAJC19P1
100129854	LOC100129854
100129856	RPL37AP5
100129858	SCOC-AS1
100129861	RSL24D1P7
100129863	SUCLA2P2
100129866	EI24P2
100129867	RPL30P14
100129871	GRPEL2P3
100129878	DYM-AS1
100129880	NENFP2
100129882	RPL31P49
100129902	RPS29P11
100129905	RPS27P19
100129917	PCGF3-AS1
100129919	HMGB1P45
100129920	HNRNPA1P40
100129921	RPL15P4
100129923	LOC100129923
100129924	TMEM269
100129926	RPL12P13
100129928	RPL31P5
100129929	NUP210P2
100129930	RPL10P10
100129931	LOC100129931
100129933	GLYATL1P2
100129934	RPL34P14
100129935	LOC100129935
100129937	KNOP1P1
100129939	RPS10P31
100129940	HMGA2-AS1
100129941	RSL24D1P5
100129942	LOC100129942
100129947	LOC100129947
100129948	RFKP5
100129949	LOC100129949
100129952	RPL39P10
100129955	RRN3P4
100129956	HMGN2P48
100129957	LOC100129957
100129958	KRT8P44
100129959	AK3P4
100129960	SDCBPP2
100129961	CCNT2-AS1
100129966	MTCH1P2
100129969	SPATA31F3
100129972	NPM1P47
100129973	CERNA1
100129975	RPL10P15
100129976	BRI3BPP1
100129982	RPL12P19
100129983	UBE2CP3
100129989	RLIG1P2
100129991	RPL38P2
100129994	GRPEL2P2
100129995	LINC01460
100129996	MTRES1P1
100129997	SPIN2P1
100129998	RPL5P27
100130001	LOC100130001
100130002	HNRNPA1P23
100130003	SNRPGP2
100130006	EIF4A1P11
100130009	HMGA1P8
100130011	SYPL1P1
100130014	SETP5
100130015	URAHP
100130017	FTLP10
100130018	LOC100130018
100130026	RPL38P5
100130027	LOC100130027
100130029	HMGA1P6
100130034	RPL36AP12
100130035	BLOC1S6P1
100130038	OSBPL9P2
100130042	MTHFD2P6
100130043	SETP17
100130044	CFAP69P1
100130048	H1-8P2
100130049	LOC100130049
100130052	LOC100130052
100130059	VN1R70P
100130060	GNPATP
100130063	LOC100130063
100130064	EIF4BP4
100130066	RPL9P22
100130067	HPRT1P1
100130070	RPS27P13
100130072	LOC100130072
100130073	IQSEC3P2
100130074	KRT17P8
100130075	SZRD1P1
100130079	RFPL4AP6
100130088	LOC100130088
100130090	SFR1P1
100130097	KIF28P
100130099	MIPEPP2
100130102	WBP11P2
100130105	TRIM51CP
100130106	RPS23P7
100130108	ZNF849P
100130109	SNRPEP4
100130110	ZSWIM5P1
100130111	LCIIAR
100130114	SPICP2
100130117	DDX6P2
100130119	LAMTOR3P1
100130121	LOC100130121
100130134	STAU2P1
100130137	LOC100130137
100130139	UBE2D3P2
100130148	MAPT-IT1
100130155	MIR124-2HG
100130158	KNOP1P5
100130167	NUS1P4
100130170	SPRING1P2
100130171	JPT1P1
100130172	FAM13B-AS1
100130176	CNEP1R1P1
100130177	LOC100130177
100130178	LSM3P4
100130180	LOC100130180
100130183	RPS24P19
100130187	TUBB3P2
100130190	SRRM1P3
100130192	RPS12P31
100130196	HNRNPCP9
100130197	EFCAB14-AS1
100130203	LOC100130203
100130204	NIPA2P2
100130207	LOC100130207
100130209	CHMP4AP1
100130210	LOC100130210
100130211	EEF1A1P29
100130225	RPL13P11
100130231	LINC00861
100130233	NPM1P8
100130234	EEF1A1P27
100130235	KATNBL1P2
100130238	GALNT9-AS1
100130239	UBA52P6
100130240	RPS5P2
100130247	COX6CP3
100130249	LINC02961
100130251	NXNP1
100130253	RCBTB2P1
100130256	LOC100130256
100130259	SALL4P2
100130260	EEF1GP2
100130264	SLC24A3-AS1
100130265	ARL2BPP4
100130268	LOC100130268
100130270	LOC100130270
100130274	CCDC166
100130275	TFAP2A-AS1
100130277	CDC27P2
100130279	HMGB1P44
100130283	LOC100130283
100130286	RPL34P11
100130289	SNRPGP10
100130298	LOC100130298
100130299	IDI1P2
100130300	RPS27AP13
100130301	C8orf89
100130302	SUPT20HL1
100130307	SPDYE19P
100130310	MSANTD2P1
100130311	C17orf107
100130313	RPS6P23
100130316	SELENOTP2
100130319	TAF9BP2
100130321	LOC100130321
100130326	TMEM183AP5
100130327	NDUFA5P5
100130329	LOC100130329
100130331	LOC100130331
100130335	NAP1L1P3
100130338	PABPC1P9
100130342	SCGB2B3P
100130345	CDHR18P
100130347	RPS6P5
100130348	TMEM262
100130353	LOC100130353
100130357	LOC100130357
100130359	MED28P4
100130361	CXorf49
100130368	SNRPGP4
100130370	LINC03048
100130373	EPB41L1-AS1
100130374	RPL13P14
100130376	MTRF1LP2
100130383	HIGD1AP12
100130384	CENPUP1
100130386	LINC00552
100130388	EEF1E1P1
100130391	YWHAQP5
100130392	RPL9P20
100130394	LOC100130394
100130396	ATP5MGP4
100130400	RPL21P92
100130402	B3GALNT2P1
100130403	RPA3P2
100130405	HMGB3P26
100130409	BTF3P15
100130417	LINC02593
100130435	RPS7P13
100130437	LOC100130437
100130446	RPS27AP12
100130447	RPL12P16
100130448	MRS2P1
100130449	GPC1-AS1
100130450	RPL3P5
100130451	SPAG16-DT
100130452	LOC100130452
100130455	LOC100130455
100130459	LOC100130459
100130460	CAND1.11
100130461	CBX1P4
100130462	HNF4GP1
100130466	NUCKS1P1
100130480	LINC01387
100130481	CCT6P4
100130484	UBFD1P1
100130485	LOC100130485
100130487	LOC100130487
100130488	GXYLT1P7
100130490	TPRG1LP1
100130495	RPS12P26
100130497	DNAJB6P4
100130500	SKP2P1
100130514	PGAM1P1
100130519	TMEM221
100130522	PARD6G-AS1
100130523	RPL5P8
100130524	RPL6P23
100130528	SUCLG2P4
100130531	LOC100130531
100130532	LOC100130532
100130535	VIM2P
100130537	RPL31P26
100130539	LINC02881
100130548	LOC100130548
100130549	ISCA1P6
100130550	G2E3P1
100130555	RPL23AP68
100130557	NFYC-AS1
100130561	HMGB1P10
100130562	RPS2P5
100130564	SEPTIN7P7
100130566	EIF1P4
100130571	LOC100130571
100130572	RAD23BP2
100130574	LOC100130574
100130579	PHB1P20
100130581	LINC00910
100130582	LOC100130582
100130584	CLIC4P2
100130587	LOC100130587
100130600	CICP14
100130602	LOC100130602
100130603	RBM22P13
100130606	NPM1P51
100130607	WDR4P1
100130612	LOC100130612
100130613	PRR32
100130618	LOC100130618
100130620	LOC100130620
100130621	RANP4
100130624	RPL15P22
100130626	ELOCP18
100130630	RPL23P3
100130631	EEF1B2P4
100130632	LOC100130632
100130636	SPATA31D2P
100130637	MORF4L1P7
100130639	LOC100130639
100130640	YWHAZP7
100130649	GPR160P1
100130660	HNRNPA1P45
100130664	CMPK1P2
100130671	IFNWP9
100130673	LOC100130673
100130674	LOC100130674
100130676	RPSAP38
100130677	NFYAP1
100130680	ANKRD49P4
100130682	USP12P2
100130683	LOC100130683
100130684	FSIP2LP
100130687	FABP5P6
100130691	LOC100130691
100130693	ARHGAP42P2
100130698	LOC100130698
100130699	RSL24D1P10
100130700	TP53TG3HP
100130701	BTNL12P
100130704	CAPZA1P4
100130705	SPMIP1
100130708	ANP32BP2
100130714	LOC100130714
100130717	HDHD5-AS1
100130718	RPL34P26
100130719	UQCRBP2
100130721	RSL24D1P3
100130724	CCNYL5
100130731	LOC100130731
100130742	LRRC69
100130744	LOC100130744
100130746	AKTIPP2
100130747	LOC100130747
100130748	LOC100130748
100130750	RPS8P9
100130756	UQCRHP1
100130758	METTL15P1
100130760	JMJD4P1
100130766	MTA3P1
100130771	EFCAB10
100130775	RPS27P23
100130782	RPS15AP15
100130783	NDUFAF2P2
100130785	SALL4P5
100130786	RPS3AP22
100130792	RPL29P27
100130794	NDUFS5P7
100130799	SRSF10P1
100130801	LOC100130801
100130802	RPL39P13
100130803	UBL5P1
100130820	CCNG1P1
100130821	OSBPL9P1
100130823	RPS17P9
100130827	SBK3
100130841	LOC100130841
100130842	SMIM7P1
100130843	SPRYD7P1
100130848	TSPY20P
100130849	LOC100130849
100130854	LOC100130854
100130855	USP3-AS1
100130861	LOC100130861
100130866	IFNWP15
100130871	ARMC8P1
100130872	LOC100130872
100130873	CARM1P1
100130879	ZNRF2P3
100130880	CREB3L2-AS1
100130881	LOC100130881
100130887	ATE1-AS1
100130890	TSTD3
100130891	LOC100130891
100130892	RPL7P32
100130894	VAC14-AS1
100130898	FLYWCH1P1
100130909	LOC100130909
100130922	RPL22P22
100130923	PSMA2P1
100130929	RPL5P33
100130932	SNRPGP15
100130933	SMIM6
100130934	ZNF663P
100130935	CSAG4
100130936	ADI1P1
100130950	ZNF594-DT
100130954	LINC01502
100130958	SYCE1L
100130962	ATP5MC1P7
100130963	RPL38P4
100130964	LOC100130964
100130967	LINC02901
100130968	RPL7L1P4
100130970	CTBP2P2
100130972	PPP1R2P6
100130980	RPS2P35
100130983	RPL26P28
100130987	LOC100130987
100130988	SPMIP7
100130990	LOC100130990
100130992	LOC100130992
100130994	UQCRFS1P3
100130995	ZNF969P
100130996	YPEL5P1
100131011	LOC100131011
100131012	YBX1P4
100131013	RPL7L1P18
100131020	RPL9P23
100131027	SLC25A5P4
100131029	TNPO3P1
100131031	ANKRD18EP
100131033	PPIGP1
100131036	HMGB3P28
100131038	LOC100131038
100131041	LOC100131041
100131046	SALL4P3
100131047	DNAH8-AS1
100131051	MED28P3
100131055	RPS4XP15
100131060	JUN-DT
100131065	VN1R38P
100131067	CKMT2-AS1
100131069	WASHC3P1
100131072	KPNB1P1
100131078	MOB4P2
100131080	LOC100131080
100131083	RPS8P5
100131084	DNM1P17
100131085	RPL7P12
100131087	RPLP1P11
100131089	SRP14-DT
100131092	ISCA1P3
100131094	DPP9-AS1
100131103	TATDN2P1
100131107	LOC100131107
100131114	SRSF3P4
100131117	ZBTB20-AS1
100131118	VN1R67P
100131124	LOC100131124
100131126	LOC100131126
100131127	LOC100131127
100131130	HNRNPA1P13
100131135	MTHFD2P4
100131138	LINC01405
100131141	VN1R95P
100131143	RPL23AP19
100131146	DNAJC8P3
100131151	RPLP0P8
100131158	LOC100131158
100131159	PERPP3
100131160	RPL39P20
100131161	RPSAP39
100131173	RPS29P12
100131176	WDR86-AS1
100131183	HMGN2P30
100131188	LIPT1P1
100131189	SSR1P2
100131193	CCDC183-AS1
100131196	RPS25P8
100131200	M6PRP1
100131205	RPL21P28
100131206	RPL29P16
100131207	DNAJA1P2
100131208	SNAP25-AS1
100131213	ZNF503-AS2
100131216	TMEM38BP1
100131223	ARL8BP2
100131229	RPL6P17
100131230	RPL30P4
100131233	AKTIPP3
100131234	MIR181A1HG
100131236	PCBP2P3
100131241	LOC100131241
100131244	ANKRD63
100131246	RPL9P27
100131250	SPCS2P1
100131252	PRXL2AP2
100131254	LOC100131254
100131257	LOC100131257
100131261	PNRC2P1
100131264	LOC100131264
100131268	TPT1P1
100131279	C2orf69P3
100131280	LOC100131280
100131281	GLUD1P9
100131284	PSMD14P1
100131286	RPS19P5
100131289	LOC100131289
100131291	ACTG1P21
100131294	LOC100131294
100131302	PTCD2P1
100131303	DPEP2NB
100131306	BNIP3P21
100131309	THAP12P9
100131315	GREM1-AS1
100131320	RAB6C-AS1
100131327	UQCRC2P1
100131328	FAM210CP
100131333	RPL18P6
100131338	RPL15P13
100131339	RPL32P4
100131340	NT5DC1P1
100131347	RDM1P5
100131348	LOC100131348
100131358	RPL3P12
100131360	LOC100131360
100131366	LINC00605
100131369	DUX4L27
100131370	DDX18P6
100131374	PABPC1P5
100131378	C11orf91
100131379	RPL36AP1
100131387	RPL39P32
100131388	NDUFA3P1
100131390	SP9
100131393	UBQLN4P2
100131395	LOC100131395
100131396	RPS6P14
100131411	LOC100131411
100131415	OR7E163P
100131418	RPS27P22
100131425	LOC100131425
100131429	LOC100131429
100131434	EOLA1-DT
100131440	CDC42P4
100131441	LOC100131441
100131442	RCC2P5
100131448	CTDSPL2P2
100131451	TLR12P
100131454	DBIL5P
100131457	SLC25A1P1
100131465	LOC100131465
100131467	RPS6P9
100131469	RPSAP62
100131471	PARLP2
100131472	LOC100131472
100131478	NPM1P33
100131479	LOC100131479
100131481	RPL21P38
100131482	TXNL4AP1
100131493	ZIK1P1
100131495	LOC100131495
100131496	LOC100131496
100131520	RPL6P32
100131526	RPL26P6
100131527	RPL19P7
100131528	APOOP3
100131529	LOC100131529
100131532	LOC100131532
100131533	DPY19L4P1
100131535	RPL5P28
100131536	TRMT112P8
100131539	ZNF705EP
100131546	ECEL1P1
100131548	RPS6P4
100131550	CNN2P12
100131553	LOC100131553
100131556	ZCRB1P1
100131557	LOC100131557
100131561	FKSG29
100131562	CBY1P1
100131564	CCDC18-AS1
100131565	EIF4EP5
100131568	RBM43P1
100131572	RPS27P9
100131577	BMS1P19
100131593	LOC100131593
100131597	LOC100131597
100131604	DPP4-DT
100131608	PRR23D1
100131609	HNRNPA1P2
100131611	PGAM4P2
100131614	RPS4XP22
100131616	CASP3P1
100131617	ETS2P1
100131623	NUTF2P6
100131624	WASF1P1
100131625	LOC100131625
100131626	LOC100131626
100131629	ARL2BPP7
100131635	LOC100131635
100131638	CCT4P2
100131641	RBM22P12
100131655	ZNF236-DT
100131656	SDCBPP3
100131661	FTLP5
100131671	SEC13P1
100131672	RPL21P87
100131676	LOC100131676
100131678	CCNB3P1
100131680	LOC100131680
100131685	ENAHP1
100131688	VN1R68P
100131689	LOC100131689
100131691	MZF1-AS1
100131693	EIF4EP2
100131695	RNF11P1
100131711	RFC3P1
100131713	RPL29P11
100131725	LOC100131725
100131726	FAM83A-AS1
100131730	RPL37AP7
100131733	USP30-AS1
100131736	LOC100131736
100131740	CIR1P1
100131743	GAPDHP40
100131747	LOC100131747
100131759	RPL19P3
100131760	GXYLT1P5
100131761	RPS12P12
100131770	LOC100131770
100131775	PSMA2P2
100131777	DPPA2P4
100131779	LOC100131779
100131784	ARL2BPP8
100131785	LOC100131785
100131787	RPS27P7
100131788	RPL26P29
100131789	VN1R46P
100131796	DACOR1
100131797	RPL15P19
100131800	UBE2D3P4
100131805	RPL6P18
100131810	ADH5P3
100131816	UBE2DNL
100131823	SUMO2P7
100131825	CADM3-AS1
100131828	CIR1P2
100131832	ZFP91P1
100131842	HNRNPCP8
100131846	RPL23AP83
100131849	LOC100131849
100131852	CCDC12P1
100131855	CDRT15P5
100131859	LOC100131859
100131863	RPS18P5
100131866	RPS2P9
100131868	PPP4R2P4
100131874	CFL1P3
100131877	LOC100131877
100131879	ZYG11AP1
100131881	EI24P3
100131884	LOC100131884
100131890	NGRNP2
100131893	RPL3P11
100131897	INSYN2B
100131899	E2F4P1
100131902	KRTAP25-1
100131905	RPS27P21
100131913	RPL5P20
100131918	KIAA1191P3
100131921	SERF1AP1
100131924	BLOC1S2P1
100131932	RCC2P3
100131934	LETM1P2
100131935	GAPDHP41
100131939	LOC100131939
100131940	SNX5P1
100131943	LOC100131943
100131945	RPL35AP13
100131947	PRPF38AP2
100131950	METTL5P1
100131953	ACTG1P22
100131956	RPS3P5
100131958	RPL15P12
100131961	ST13P19
100131962	LOC100131962
100131964	RPL7L1P3
100131971	RPS26P54
100131977	PRICKLE1P1
100131980	ZNF705G
100131981	UBE2V1P9
100131983	HNRNPA1P25
100131984	SOWAHCP1
100131991	RPL29P8
100131995	UQCRHP3
100131997	FAM27E3
100131998	RRN3P3
100132004	LOC100132004
100132009	LOC100132009
100132015	TEX13D
100132031	DNM1P28
100132036	NDUFB4P2
100132037	RPS29P10
100132039	LOC100132039
100132047	RPL22P6
100132049	RPS19P4
100132053	RPL30P8
100132056	DHFRP5
100132057	PDE4DIPP6
100132058	GPS2P2
100132061	RPL9P14
100132062	LOC100132062
100132066	ALG1L3P
100132073	CCNB2P1
100132076	RDXP3
100132077	LOC100132077
100132078	LOC100132078
100132079	KARS1P3
100132086	AK6P1
100132090	LOC100132090
100132100	DNM1P32
100132101	HERC2P7
100132103	FAM66E
100132104	AK4P2
100132108	LOC100132108
100132111	C2CD4D-AS1
100132115	RBM22P11
100132121	ETF1P3
100132122	RPL35AP5
100132124	TSPY17P
100132126	MTCH2P2
100132127	RPL39P14
100132132	DSTNP5
100132142	RPS3AP4
100132146	FAM240A
100132147	LINC01783
100132153	TUBB2BP1
100132154	LOC100132154
100132159	CALML3-AS1
100132163	PHKA2-AS1
100132166	IL9RP4
100132169	WASIR2
100132172	LOC100132172
100132173	PPP1R26P3
100132174	LINC01987
100132179	LOC100132179
100132195	TRIM60P13
100132199	RPL36AP44
100132201	ZSWIM5P2
100132202	GOLGA6L25
100132204	DNM1P29
100132215	EHBP1-AS1
100132223	ACTBP16
100132229	LOC100132229
100132234	LINC00543
100132239	CANT1P1
100132242	EXOSC8P1
100132247	NPIPB5
100132249	LOC100132249
100132251	ABHD17AP9
100132260	CDYLP1
100132264	RNFT1P2
100132265	RPL32P15
100132268	FKBP4P6
100132273	NDUFA6-DT
100132280	LOC100132280
100132286	NDUFB8P3
100132287	LOC100132287
100132288	TEKT4P2
100132289	ABCB10P4
100132291	RPS27P29
100132295	PPP1R26P4
100132304	FAM236B
100132306	FAM91A4P
100132308	SLC29A4P2
100132310	FCF1P11
100132311	RPL38P3
100132321	NIPA2P1
100132322	SAR1AP4
100132332	CNOT7P2
100132340	CYP4F59P
100132341	CLUHP3
100132346	HSPE1P7
100132352	FRG1HP
100132354	LINC01512
100132355	SLC25A1P4
100132356	LOC100132356
100132358	EEF1A1P34
100132372	RPS10P28
100132376	RPS29P8
100132380	AGGF1P1
100132382	RPS14P4
100132386	KRTAP4-9
100132396	ZNF705B
100132400	RPS15AP28
100132402	PGGT1BP2
100132403	FAM157B
100132413	GKN3P
100132415	SOCS5P4
100132420	ANKRD36P1
100132421	DUX4L18
100132441	GXYLT1P4
100132450	IQSEC3P1
100132456	GUSBP7
100132464	FAM99B
100132467	RNF2P1
100132476	KRTAP4-7
100132479	RPL22P5
100132487	PTCD2P2
100132488	RPS27P6
100132496	RPS24P9
100132498	CENPNP1
100132499	RPS29P16
100132501	LINC01415
100132504	TSPY19P
100132509	ZNF114P1
100132510	GLRXP3
100132520	MTRF1LP1
100132524	LOC100132524
100132526	FGD5P1
100132529	TAT-AS1
100132534	PDHA1P1
100132537	DOCK11P1
100132541	GXYLT1P3
100132543	LOC100132543
100132547	RPL26P33
100132562	YPEL5P2
100132565	GOLGA8F
100132570	LOC100132570
100132571	LOC100132571
100132580	RBMXP4
100132591	SERBP1P4
100132594	PGAM1P5
100132596	XGY2
100132597	EIF3EP2
100132598	ZNF965P
100132599	LOC100132599
100132601	GAPDHP68
100132606	AGGF1P7
100132609	LOC100132609
100132612	LINC02312
100132615	SPRING1P1
100132617	SNX18P23
100132618	ZRANB2-AS1
100132619	ATP5F1AP10
100132621	MTFR2P2
100132626	LOC100132626
100132630	CICP3
100132641	BTF3P14
100132644	RPL7AP75
100132645	RPL17P41
100132647	LOC100132647
100132651	LOC100132651
100132656	FKBP4P1
100132658	NSA2P3
100132659	LOC100132659
100132669	LOC100132669
100132672	GXYLT1P6
100132673	RPS2P28
100132677	BSN-DT
100132678	RPL7AP45
100132681	NFU1P1
100132683	PDCL3P3
100132686	LOC100132686
100132698	SSBP3P4
100132699	NFU1P2
100132707	PAXIP1-AS2
100132708	CYP4F30P
100132712	NAMPTP2
100132722	RPL15P21
100132723	SSBP3P3
100132724	DCAF13P3
100132733	ANKRD20A13P
100132735	FILNC1
100132736	PIMREGP3
100132741	LOC100132741
100132742	RPL17P7
100132753	RFKP2
100132759	VN1R7P
100132762	LOC100132762
100132766	PABPC1P8
100132772	RAB28P3
100132773	LOC100132773
100132774	KDM4A-AS1
100132778	NACAP6
100132781	LOC100132781
100132789	LOC100132789
100132795	RPL12P32
100132796	NIFKP6
100132797	LOC100132797
100132803	HNRNPH1P1
100132808	RBMX2P2
100132812	NACAP10
100132813	SYBU-AS1
100132815	IPO5P1
100132817	LOC100132817
100132824	TUBAP11
100132830	LOC100132830
100132831	TNIP2P1
100132832	PMS2P9
100132834	LOC100132834
100132841	NMNAT1P4
100132849	ATP5POP1
100132857	LOC100132857
100132863	HMGB1P37
100132865	LOC100132865
100132871	RAB28P4
100132906	RPL13AP10
100132911	DPH3P1
100132916	SHISAL2B
100132917	RAP1BP3
100132918	EIF4EP3
100132920	CICP4
100132922	RPL6P11
100132923	FAM66D
100132924	RPL13AP19
100132929	FAM25BP
100132932	FAM197Y9
100132938	AQP7P4
100132940	PRELID3BP6
100132948	FAM27C
100132949	RBM17P3
100132961	RPS21P2
100132963	SMIM9
100132965	GYG1P1
100132967	FAM223A
100132972	SYPL1P2
100132973	ELOCP29
100132977	LOC100132977
100132978	ATP6V0CP1
100132979	GOLGA8DP
100132987	LINC00856
100132988	RPL37AP3
100132992	HMGN1P30
100132993	RPS21P3
100132994	CXorf49B
100132995	RPS8P3
100133005	RASA4DP
100133007	LOC100133007
100133012	CHEK2P1
100133024	AMD1P1
100133029	LOC100133029
100133036	FAM95B1
100133037	RPL7P4
100133038	RPL18AP7
100133040	PPP1R26P5
100133050	GUSBP19
100133053	CXorf51B
100133054	RPS9P3
100133059	CENPNP2
100133062	FAM217AP1
100133064	PPP1R26P2
100133073	ABRAXAS1P2
100133074	SLC25A5P9
100133077	LOC100133077
100133079	SLC25A1P2
100133087	VN1R18P
100133091	LINC03009
100133092	LOC100133092
100133093	FAM25G
100133100	RPL6P8
100133102	LOC100133102
100133103	RPL7L1P13
100133108	RPL13P10
100133121	FAM27B
100133122	RBPJP7
100133123	LINC01203
100133127	LOC100133127
100133128	DEFB108F
100133137	LOC100133137
100133139	RPL12P41
100133147	LOC100133147
100133150	LOC100133150
100133161	LINC01001
100133162	RPL32P34
100133163	BCRP7
100133165	LOC100133165
100133168	CCR12P
100133170	RPL11P1
100133172	FAM66A
100133177	LOC100133177
100133180	DDX3P1
100133190	ADIRF-AS1
100133193	RPL32P28
100133203	RAB28P1
100133204	HSDL2-AS1
100133206	RBM22P5
100133210	COX6B1P7
100133211	RRAS2P1
100133212	ABHD17AP7
100133220	GOLGA6L3P
100133222	RPL39P27
100133225	LOC100133225
100133234	SBF1P1
100133235	RPL26P14
100133244	LOC100133244
100133251	PRR23D2
100133252	LOC100133252
100133255	RPS14P5
100133259	CBX1P5
100133261	CHORDC1P3
100133262	ATP6V0E1P3
100133265	BMS1P7
100133267	DEFB130B
100133268	HAUS6P2
100133273	RPL21P80
100133284	LOC100133284
100133285	PCDH8P1
100133286	CBR1-AS1
100133294	RPL34P16
100133307	CYP1D1P
100133308	RSU1P2
100133309	EIF4A2P3
100133310	HMGB1P28
100133314	SETP1
100133315	XNDC1N
100133316	LOC100133316
100133319	PRO1804
100133321	KLF17P1
100133326	LOC100133326
100133330	RBM17P1
100133461	LINC02171
100133545	MRPL23-AS1
100133612	LINC01134
100133668	RPS27P24
100133669	LY6E-DT
100133920	LOC100133920
100133957	UXT-AS1
100133985	LINC01816
100133991	MAP3K14-AS1
100134015	UBOX5-AS1
100134040	LOC100134040
100134229	KDM7A-DT
100134259	LINC01119
100134317	LOC100134317
100134362	LOC100134362
100134368	LOC100134368
100134391	LOC100134391
100134423	LOC100134423
100134507	MTX2P1
100134713	NDUFB2-AS1
100134868	LOC100134868
100134869	UBE2Q2P2
100134938	UPK3BL1
100135063	GTF3AP6
100135064	GTF3AP1
100135756	ATG3P1
100141515	C17orf99
100142659	CTAGE8
100144435	VTRNA3-1P
100144494	POGLUT2P1
100144595	GALNT13-AS1
100144596	LINC00029
100144597	LINC01056
100144602	EPHA5-AS1
100144603	CHKB-DT
100144604	LINC00930
100144631	PPP6CP
100147744	RNU7-1
100147745	RNU7-2P
100147746	RNU7-3P
100147747	RNU7-4P
100147748	RNU7-5P
100147749	RNU7-6P
100147750	RNU5B-2P
100147751	RNU5B-3P
100147752	RNU5B-4P
100147753	RNU5B-5P
100147754	RNU5B-6P
100147755	RNU7-7P
100147756	RNU7-8P
100147757	RNU7-9P
100147758	RNU7-10P
100147759	RNU7-11P
100147760	RNU7-12P
100147761	RNU7-13P
100147762	RNU7-14P
100147763	RNU7-15P
100147764	RNU7-16P
100147765	RNU7-17P
100147766	RNU7-18P
100147767	RNU7-19P
100147768	RNU7-20P
100147769	RNU7-21P
100147770	RNU7-22P
100147771	RNU7-23P
100147773	TMCO1-AS1
100147811	CBX1P2
100147812	RNU7-25P
100147813	RNU7-26P
100147814	RNU7-27P
100147815	RNU7-28P
100147816	RNU7-29P
100147817	RNU7-30P
100147818	RNU7-31P
100147819	RNU7-32P
100147820	RNU7-33P
100147821	RNU7-34P
100147822	RNU7-35P
100147823	RNU7-36P
100147824	RNU7-37P
100147825	RNU7-38P
100147826	RNU7-39P
100147827	RNU7-40P
100147828	RNU7-41P
100147829	RNU7-42P
100147830	RNU7-43P
100147831	RNU7-44P
100147832	RNU7-45P
100147833	RNU7-46P
100147834	RNU7-47P
100147835	RNU7-48P
100147836	RNU7-49P
100147837	RNU7-50P
100151640	EXOSC3P1
100151641	PHKG1P4
100151642	ATG12P1
100151643	KRTAP20-4
100151645	USF1P1
100151646	LETM1P3
100151647	RNU7-51P
100151648	RNU7-52P
100151649	RNU7-53P
100151650	RNU7-54P
100151651	RNU7-56P
100151652	RNU7-57P
100151653	RNU7-58P
100151654	RNU7-59P
100151655	RNU7-60P
100151656	RNU7-61P
100151657	RNU7-62P
100151658	RNU7-63P
100151661	CBX5P1
100151662	RNU7-64P
100151663	RNU7-65P
100151664	RNU7-66P
100151665	RNU7-67P
100151666	RNU7-69P
100151667	RNU7-70P
100151668	RNU7-71P
100151669	RNU7-72P
100151670	RNU7-73P
100151671	RNU7-74P
100151672	RNU7-75P
100151673	RNU7-76P
100151674	RNU7-77P
100151675	RNU7-78P
100151676	RNU7-79P
100151677	RNU7-80P
100151678	RNU7-81P
100151679	RNU7-82P
100151680	RNU7-83P
100151681	RNU7-84P
100151682	RNU7-85P
100151685	RNU6ATAC2P
100151686	RNU6ATAC3P
100151687	RNU6ATAC4P
100151688	RNU6ATAC5P
100158257	NF1P7
100158258	NEK2P3
100158262	SCARNA9L
100169751	RNA5S1
100169752	TEX36-AS1
100169753	RNA5S2
100169754	RNA5S3
100169755	RNA5S4
100169756	RNA5S5
100169757	RNA5S6
100169758	RNA5S7
100169759	RNA5S8
100169760	RNA5S9
100169761	RNA5S10
100169762	RNA5S11
100169763	RNA5S12
100169764	RNA5S13
100169765	RNA5S14
100169766	RNA5S15
100169767	RNA5S16
100169768	RNA5S17
100169834	RNY4P19
100169835	RNY5P7
100169836	RNY5P9
100169837	RNY5P10
100169850	RNY4P7
100169851	PATE3
100169890	PEG3-AS1
100169951	SNAR-A3
100169952	SNAR-A5
100169953	SNAR-A7
100169954	SNAR-A11
100169955	SNAR-A9
100169956	SNAR-A4
100169957	SNAR-A6
100169958	SNAR-A8
100169959	SNAR-A13
100169989	DBIL5P2
100170216	SNAR-A10
100170217	SNAR-B2
100170218	SNAR-C2
100170219	SNAR-C4
100170221	SNAR-H
100170222	SNAR-I
100170223	SNAR-C5
100170224	SNAR-B1
100170225	SNAR-C1
100170226	SNAR-C3
100170227	SNAR-D
100170228	SNAR-G2
100170229	SRRM5
100170765	ERICH4
100174857	GSTA9P
100174949	TRIM59-IFT80
100174950	SPOPLP3
100187725	LOC100187725
100188945	CDCA4P4
100188947	HECTD2-AS1
100188949	LINC00426
100188953	LINC00092
100188954	DNMBP-AS1
100188985	TRG-GCC2-4
100188986	TRH-GTG1-7
100188987	TRH-GTG1-5
100188988	TRH-GTG1-8
100188989	TRU-TCA3-1
100188990	TRV-AAC1-2
100188991	TRH-GTG1-1
100188992	TRV-AAC2-1
100188993	TRV-TAC1-1
100188994	TRD-GTC4-1
100188995	TRK-CTT6-1
100188996	TRN-GTT14-1
100188997	TRG-TCC4-1
100188998	TRQ-CTG7-1
100188999	TRK-CTT15-1
100189000	TRE-TTC12-1
100189001	TRY-GTA5-5
100189002	TRS-GCT2-1
