!Each construct is associated with specific gene accession numbers; the crRNA construct IDs can be used to look up specific guides for a given gene. Contact technical service (technical@horizondiscovery.com) for any questions.
Metadata_JCP2022,Metadata_NCBI_Gene_ID,Metadata_Symbol,Metadata_CatalogNumber
JCP2022_800001,,no-guide,
JCP2022_800002,,non-targeting,
JCP2022_800003,2,A2M,CM-005293-01|CM-005293-02|CM-005293-03|CM-005293-04
JCP2022_800004,127550,A3GALT2,CM-021904-01|CM-021904-02|CM-021904-03|CM-021904-04
JCP2022_800005,53947,A4GALT,CM-016315-01|CM-016315-02|CM-016315-03|CM-016315-04
JCP2022_800006,51146,A4GNT,CM-021057-01|CM-021057-02|CM-021057-03|CM-021057-04
JCP2022_800007,65985,AACS,CM-009458-01|CM-009458-02|CM-009458-03|CM-009458-04
JCP2022_800008,13,AADAC,CM-009830-01|CM-009830-02|CM-009830-03|CM-009830-04
JCP2022_800009,51166,AADAT,CM-013159-01|CM-013159-02|CM-013159-03|CM-013159-04
JCP2022_800010,22848,AAK1,CM-005300-01|CM-005300-02|CM-005300-03|CM-005300-04
JCP2022_800011,15,AANAT,CM-010380-01|CM-010380-02|CM-010380-03|CM-010380-04
JCP2022_800012,16,AARS,CM-011565-01|CM-011565-02|CM-011565-03|CM-011565-04
JCP2022_800013,80755,AARSD1,CM-014626-01|CM-014626-02|CM-014626-03|CM-014626-04
JCP2022_800014,132949,AASDH,CM-018650-01|CM-018650-02|CM-018650-03|CM-018650-04
JCP2022_800015,60496,AASDHPPT,CM-008477-01|CM-008477-02|CM-008477-03|CM-008477-04
JCP2022_800016,10157,AASS,CM-009247-01|CM-009247-02|CM-009247-03|CM-009247-04
JCP2022_800017,26574,AATF,CM-004373-01|CM-004373-02|CM-004373-03|CM-004373-04
JCP2022_800018,9625,AATK,CM-005301-01|CM-005301-02|CM-005301-03|CM-005301-04
JCP2022_800019,18,ABAT,CM-004060-01|CM-004060-02|CM-004060-03|CM-004060-04
JCP2022_800020,19,ABCA1,CM-004128-01|CM-004128-02|CM-004128-03|CM-004128-04
JCP2022_800021,10349,ABCA10,CM-008536-01|CM-008536-02|CM-008536-03|CM-008536-04
JCP2022_800022,26154,ABCA12,CM-008407-01|CM-008407-02|CM-008407-03|CM-008407-04
JCP2022_800023,154664,ABCA13,CM-009032-01|CM-009032-02|CM-009032-03|CM-009032-04
JCP2022_800024,20,ABCA2,CM-009699-01|CM-009699-02|CM-009699-03|CM-009699-04
JCP2022_800025,21,ABCA3,CM-008795-01|CM-008795-02|CM-008795-03|CM-008795-04
JCP2022_800026,23461,ABCA5,CM-004345-01|CM-004345-02|CM-004345-03|CM-004345-04
JCP2022_800027,23460,ABCA6,CM-008535-01|CM-008535-02|CM-008535-03|CM-008535-04
JCP2022_800028,10347,ABCA7,CM-009343-01|CM-009343-02|CM-009343-03|CM-009343-04
JCP2022_800029,10351,ABCA8,CM-008347-01|CM-008347-02|CM-008347-03|CM-008347-04
JCP2022_800030,10350,ABCA9,CM-008534-01|CM-008534-02|CM-008534-03|CM-008534-04
JCP2022_800031,5243,ABCB1,CM-003868-01|CM-003868-02|CM-003868-03|CM-003868-04
JCP2022_800032,23456,ABCB10,CM-007300-01|CM-007300-02|CM-007300-03|CM-007300-04
JCP2022_800033,8647,ABCB11,CM-007301-01|CM-007301-02|CM-007301-03|CM-007301-04
JCP2022_800034,5244,ABCB4,CM-007302-01|CM-007302-02|CM-007302-03|CM-007302-04
JCP2022_800035,340273,ABCB5,CM-007303-01|CM-007303-02|CM-007303-03|CM-007303-04
JCP2022_800036,10058,ABCB6,CM-007304-01|CM-007304-02|CM-007304-03|CM-007304-04
JCP2022_800037,22,ABCB7,CM-007305-01|CM-007305-02|CM-007305-03|CM-007305-04
JCP2022_800038,11194,ABCB8,CM-007306-01|CM-007306-02|CM-007306-03|CM-007306-04
JCP2022_800039,23457,ABCB9,CM-007307-01|CM-007307-02|CM-007307-03|CM-007307-04
JCP2022_800040,4363,ABCC1,CM-007308-01|CM-007308-02|CM-007308-03|CM-007308-04
JCP2022_800041,89845,ABCC10,CM-007309-01|CM-007309-02|CM-007309-03|CM-007309-04
JCP2022_800042,85320,ABCC11,CM-004344-01|CM-004344-02|CM-004344-03|CM-004344-04
JCP2022_800043,94160,ABCC12,CM-007310-01|CM-007310-02|CM-007310-03|CM-007310-04
JCP2022_800044,1244,ABCC2,CM-004225-01|CM-004225-02|CM-004225-03|CM-004225-04
JCP2022_800045,8714,ABCC3,CM-007312-01|CM-007312-02|CM-007312-03|CM-007312-04
JCP2022_800046,10257,ABCC4,CM-007313-01|CM-007313-02|CM-007313-03|CM-007313-04
JCP2022_800047,10057,ABCC5,CM-007314-01|CM-007314-02|CM-007314-03|CM-007314-04
JCP2022_800048,368,ABCC6,CM-007315-01|CM-007315-02|CM-007315-03|CM-007315-04
JCP2022_800049,6833,ABCC8,CM-006622-01|CM-006622-02|CM-006622-03|CM-006622-04
JCP2022_800050,215,ABCD1,CM-009605-01|CM-009605-02|CM-009605-03|CM-009605-04
JCP2022_800051,225,ABCD2,CM-008941-01|CM-008941-02|CM-008941-03|CM-008941-04
JCP2022_800052,5825,ABCD3,CM-009909-01|CM-009909-02|CM-009909-03|CM-009909-04
JCP2022_800053,5826,ABCD4,CM-009940-01|CM-009940-02|CM-009940-03|CM-009940-04
JCP2022_800054,6059,ABCE1,CM-008702-01|CM-008702-02|CM-008702-03|CM-008702-04
JCP2022_800055,23,ABCF1,CM-008263-01|CM-008263-02|CM-008263-03|CM-008263-04
JCP2022_800056,10061,ABCF2,CM-009286-01|CM-009286-02|CM-009286-03|CM-009286-04
JCP2022_800057,55324,ABCF3,CM-008641-01|CM-008641-02|CM-008641-03|CM-008641-04
JCP2022_800058,9619,ABCG1,CM-008615-01|CM-008615-02|CM-008615-03|CM-008615-04
JCP2022_800059,9429,ABCG2,CM-009924-01|CM-009924-02|CM-009924-03|CM-009924-04
JCP2022_800060,64137,ABCG4,CM-008919-01|CM-008919-02|CM-008919-03|CM-008919-04
JCP2022_800061,64240,ABCG5,CM-008284-01|CM-008284-02|CM-008284-03|CM-008284-04
JCP2022_800062,64241,ABCG8,CM-008397-01|CM-008397-02|CM-008397-03|CM-008397-04
JCP2022_800063,84696,ABHD1,CM-013589-01|CM-013589-02|CM-013589-03|CM-013589-04
JCP2022_800064,55347,ABHD10,CM-020469-01|CM-020469-02|CM-020469-03|CM-020469-04
JCP2022_800065,83451,ABHD11,CM-009682-01|CM-009682-02|CM-009682-03|CM-009682-04
JCP2022_800066,26090,ABHD12,CM-005850-01|CM-005850-02|CM-005850-03|CM-005850-04
JCP2022_800067,145447,ABHD12B,CM-019149-01|CM-019149-02|CM-019149-03|CM-019149-04
JCP2022_800068,84945,ABHD13,CM-005874-01|CM-005874-02|CM-005874-03|CM-005874-04
JCP2022_800069,25864,ABHD14A,CM-021274-01|CM-021274-02|CM-021274-03|CM-021274-04
JCP2022_800070,84836,ABHD14B,CM-009831-01|CM-009831-02|CM-009831-03|CM-009831-04
JCP2022_800071,7920,ABHD16A,CM-013106-01|CM-013106-02|CM-013106-03|CM-013106-04
JCP2022_800072,140701,ABHD16B,CM-015242-01|CM-015242-02|CM-015242-03|CM-015242-04
JCP2022_800073,81926,ABHD17A,CM-005947-01|CM-005947-02|CM-005947-03|CM-005947-04
JCP2022_800074,51104,ABHD17B,CM-005809-01|CM-005809-02|CM-005809-03|CM-005809-04
JCP2022_800075,58489,ABHD17C,CM-005929-01|CM-005929-02|CM-005929-03|CM-005929-04
JCP2022_800076,11057,ABHD2,CM-008331-01|CM-008331-02|CM-008331-03|CM-008331-04
JCP2022_800077,171586,ABHD3,CM-008587-01|CM-008587-02|CM-008587-03|CM-008587-04
JCP2022_800078,63874,ABHD4,CM-009567-01|CM-009567-02|CM-009567-03|CM-009567-04
JCP2022_800079,51099,ABHD5,CM-009257-01|CM-009257-02|CM-009257-03|CM-009257-04
JCP2022_800080,57406,ABHD6,CM-008683-01|CM-008683-02|CM-008683-03|CM-008683-04
